,County,State,Rank,Population,latitude,longitude
2378,Davison County,SD,1846,"19,769",43.656958,-98.10832833
2379,Day County,SD,2795,"5,613",45.33417525,-97.51859875
2380,Deuel County,SD,2875,"4,380",44.6887504,-96.6008098
2381,Dewey County,SD,2801,"5,538",45.230885,-101.1563285
2382,Douglas County,SD,2982,"2,970",43.3776998,-98.4308082
2383,Edmunds County,SD,2902,"4,026",45.453433,-99.2938982
2384,Fall River County,SD,2688,"6,971",43.2573365,-103.532619
2385,Faulk County,SD,3018,"2,377",45.05634467,-99.14529517
2386,Grant County,SD,2656,"7,259",45.14644238,-96.71237088
2387,Gregory County,SD,2885,"4,265",43.1991242,-99.2768144
2388,Haakon County,SD,3062,"1,939",44.208398,-101.57895
2389,Hamlin County,SD,2768,"5,918",44.65420367,-97.250111
2390,Hand County,SD,2948,"3,388",44.46643633,-99.050323
2391,Hanson County,SD,2949,"3,377",43.67261,-97.760245
2392,Harding County,SD,3093,"1,316",45.5777965,-103.7026935
2393,Hughes County,SD,1956,"17,450",44.36839667,-99.92946133
2394,Hutchinson County,SD,2660,"7,187",43.32731629,-97.77146029
2395,Hyde County,SD,3086,"1,437",44.53676767,-99.52132733
2396,Jackson County,SD,2961,"3,191",43.758072,-101.4955665
2397,Jerauld County,SD,3047,"2,047",44.08628467,-98.50418633
2398,Jones County,SD,3108,"1,013",43.909021,-100.729506
2399,Kingsbury County,SD,2825,"5,220",44.38788575,-97.37661613
2400,Lake County,SD,2312,"11,771",44.017458,-97.0662208
2401,Lawrence County,SD,1630,"24,397",44.44357783,-103.7303832
2402,Lincoln County,SD,1006,"48,296",43.30065986,-96.70527857
2403,Lyman County,SD,2921,"3,789",43.85483133,-99.755309
2404,McCook County,SD,2797,"5,610",45.73526117,-97.612166
2405,McPherson County,SD,3011,"2,439",43.6365736,-97.3656528
2406,Marshall County,SD,2859,"4,671",45.808836,-99.16130267
2407,Meade County,SD,1559,"26,052",44.4675498,-102.9294594
2408,Mellette County,SD,3043,"2,101",43.5948195,-100.733565
2409,Miner County,SD,3023,"2,326",44.01731325,-97.642973
2410,Minnehaha County,SD,357,"175,037",43.65035093,-96.75305971
2411,Moody County,SD,2729,"6,446",43.968708,-96.68294025
2412,Pennington County,SD,565,"104,347",44.02491877,-102.8527875
2413,Perkins County,SD,2976,"3,037",45.5700845,-102.4774983
2414,Potter County,SD,3021,"2,359",45.14267275,-99.876387
2415,Roberts County,SD,2414,"10,303",45.4801252,-96.9280172
2416,Sanborn County,SD,3024,"2,324",44.005714,-98.13134333
2417,Shannon County,SD,2172,"14,059",43.188468,-102.538139
2418,Spink County,SD,2714,"6,611",45.04220464,-98.349275
2419,Stanley County,SD,2983,"2,969",44.45015033,-100.7262937
2420,Sully County,SD,3087,"1,427",44.762747,-100.0692245
2421,Todd County,SD,2448,"9,942",43.26700333,-100.6674383
2422,Tripp County,SD,2807,"5,485",43.324656,-99.800711
2423,Turner County,SD,2582,"8,308",43.32764375,-97.124391
2424,Union County,SD,2118,"14,855",42.741246,-96.6286914
2425,Walworth County,SD,2808,"5,459",45.4459256,-100.110793
2426,Yankton County,SD,1705,"22,603",42.97973117,-97.34366833
2427,Ziebach County,SD,2988,"2,869",45.0212535,-101.5879135
2428,Anderson County,TN,727,"75,416",36.1481795,-84.16492533
2429,Bedford County,TN,1056,"45,573",35.5319268,-86.4151568
2430,Benton County,TN,2021,"16,361",36.08743025,-88.0521455
2431,Bledsoe County,TN,2251,"12,792",35.609437,-85.210253
2432,Blount County,TN,493,"124,177",35.74361713,-83.95822275
2433,Bradley County,TN,580,"101,134",35.19106033,-84.85229567
2434,Campbell County,TN,1168,"40,420",36.423617,-84.14802943
2435,Cannon County,TN,2186,"13,811",35.81888125,-86.100496
2436,Carroll County,TN,1475,"28,390",35.95921285,-88.44614492
2437,Carter County,TN,888,"57,355",36.2968988,-82.1885412
2438,Cheatham County,TN,1191,"39,271",36.2540964,-87.07468
2439,Chester County,TN,1967,"17,171",35.4608665,-88.52534175
2440,Claiborne County,TN,1395,"31,736",36.52514836,-83.71717236
2441,Clay County,TN,2611,"7,840",36.5501615,-85.5720525
2442,Cocke County,TN,1286,"35,571",35.95053267,-83.107398
2443,Coffee County,TN,935,"53,222",35.5049945,-86.10538775
2444,Crockett County,TN,2130,"14,623",35.80584957,-89.12285214
2445,Cumberland County,TN,890,"57,029",35.94916525,-84.95468075
2446,Davidson County,TN,95,"648,295",36.20954788,-86.7626285
2447,Decatur County,TN,2319,"11,673",35.5867356,-88.1204938
2448,DeKalb County,TN,1879,"18,901",35.9965165,-85.93065775
2449,Dickson County,TN,973,"50,381",36.19120329,-87.35422357
2450,Dyer County,TN,1210,"38,255",36.07876871,-89.38760329
2451,Fayette County,TN,1206,"38,659",35.20476564,-89.45507173
2452,Fentress County,TN,1923,"17,940",36.33988067,-84.961107
2453,Franklin County,TN,1160,"40,772",35.15460044,-86.08555044
2454,Gibson County,TN,990,"49,626",35.9989765,-88.93373142
2455,Giles County,TN,1448,"29,072",35.12139625,-86.99554625
2456,Grainger County,TN,1700,"22,706",36.214375,-83.57691467
2457,Greene County,TN,771,"68,819",36.187087,-82.8912305
2458,Grundy County,TN,2202,"13,650",35.33474933,-85.73791683
2459,Hamblen County,TN,833,"62,746",36.2161982,-83.2550492
2460,Hamilton County,TN,191,"345,545",35.17329569,-85.15236908
2461,Hancock County,TN,2705,"6,720",36.5015275,-83.168447
2462,Hardeman County,TN,1545,"26,533",35.1826446,-88.9930738
2463,Hardin County,TN,1566,"25,950",35.19886575,-88.24171263
2464,Hawkins County,TN,896,"56,587",36.453774,-82.94070243
2465,Haywood County,TN,1909,"18,240",35.5447645,-89.3077635
2466,Henderson County,TN,1493,"28,023",35.61668433,-88.35662733
2467,Henry County,TN,1382,"32,341",36.31038888,-88.29790063
2468,Hickman County,TN,1635,"24,170",35.81467513,-87.447112
2469,Houston County,TN,2571,"8,413",36.29232433,-87.765157
2470,Humphreys County,TN,1908,"18,275",36.00917325,-87.808986
2471,Jackson County,TN,2329,"11,441",36.36028033,-85.71251033
2472,Jefferson County,TN,952,"52,191",36.0665696,-83.4792734
2473,Johnson County,TN,1916,"18,095",36.4513482,-81.83537
2474,Knox County,TN,152,"441,311",36.0613724,-83.9004592
2475,Lake County,TN,2628,"7,690",36.319772,-89.48689933
2476,Lauderdale County,TN,1503,"27,718",35.7618855,-89.6338635
2477,Lawrence County,TN,1127,"42,086",35.150485,-87.39664222
2478,Lewis County,TN,2303,"11,896",35.526554,-87.489057
2479,Lincoln County,TN,1338,"33,503",35.128058,-86.54846963
2480,Loudon County,TN,985,"49,793",35.7293515,-84.31215
2481,McMinn County,TN,948,"52,416",36.5227185,-85.9458835
2482,McNairy County,TN,1556,"26,180",35.58304888,-88.83271588
2483,Macon County,TN,1711,"22,498",35.0853806,-85.5847476
2484,Madison County,TN,594,"98,656",35.48289125,-86.775576
2485,Marion County,TN,1478,"28,291",35.641956,-87.12306657
2486,Marshall County,TN,1413,"30,883",35.403007,-84.61294117
2487,Maury County,TN,675,"81,990",35.1815639,-88.5410423
2488,Meigs County,TN,2317,"11,698",35.43824133,-84.86861867
2489,Monroe County,TN,1064,"45,133",35.4436808,-84.3102424
2490,Montgomery County,TN,343,"184,468",36.434902,-87.406617
2491,Moore County,TN,2737,"6,339",35.282767,-86.305403
2492,Morgan County,TN,1734,"21,931",36.12706125,-84.59907775
2493,Obion County,TN,1407,"31,340",36.35836525,-89.212756
2494,Overton County,TN,1724,"22,190",36.36950438,-85.27620338
2495,Perry County,TN,2610,"7,860",35.6905495,-87.8223285
2496,Pickett County,TN,2832,"5,100",36.552982,-85.162523
2497,Polk County,TN,1998,"16,686",35.0965115,-84.5214518
2498,Putnam County,TN,742,"73,229",36.1555465,-85.5613925
2499,Rhea County,TN,1383,"32,247",35.6041795,-84.935832
2500,Roane County,TN,930,"53,469",35.907313,-84.533716
2501,Robertson County,TN,788,"66,931",36.50642475,-86.82059788
2502,Rutherford County,TN,242,"274,454",35.83636011,-86.41795467
2503,Scott County,TN,1725,"22,173",36.43369217,-84.520517
2504,Sequatchie County,TN,2143,"14,423",35.2788805,-85.453486
2505,Sevier County,TN,626,"92,512",35.8459064,-83.5783942
2506,Shelby County,TN,50,"940,764",35.162871,-89.84732229
2507,Smith County,TN,1869,"19,102",36.2365509,-85.9404041
2508,Stewart County,TN,2224,"13,297",36.520409,-87.779265
2509,Sullivan County,TN,401,"156,786",36.4999342,-82.342369
2510,Sumner County,TN,377,"166,123",36.48054913,-86.46524475
2511,Tipton County,TN,843,"61,705",35.4752,-89.74475663
2512,Trousdale County,TN,2617,"7,795",36.402012,-86.143252
2513,Unicoi County,TN,1910,"18,235",36.09910667,-82.42070033
2514,Union County,TN,1868,"19,127",36.28502067,-83.799506
2515,Van Buren County,TN,2793,"5,628",35.677816,-85.434355
2516,Warren County,TN,1174,"39,839",35.6746378,-85.7588592
2517,Washington County,TN,490,"125,094",36.2869108,-82.5165026
2518,Wayne County,TN,1982,"16,996",35.23868,-87.8442846
2519,Weakley County,TN,1305,"34,793",36.29389629,-88.72453914
2520,White County,TN,1558,"26,082",35.87067025,-85.52847125
2521,Williamson County,TN,330,"192,911",35.87501171,-86.85218129
2522,Wilson County,TN,511,"118,961",36.1739485,-86.30398225
2523,Anderson County,TX,880,"58,190",31.8173074,-95.6492276
2524,Andrews County,TX,2038,"16,117",32.370377,-102.523255
2525,Angelina County,TX,650,"87,597",31.2797502,-94.5800014
2526,Aransas County,TX,1652,"23,818",28.036015,-97.0730275
2527,Archer County,TX,2540,"8,735",33.58414275,-98.73847275
2528,Armstrong County,TX,3061,"1,944",35.049184,-101.4093365
2529,Atascosa County,TX,1041,"46,446",28.9442521,-98.5095188
2530,Austin County,TX,1462,"28,618",29.864953,-96.3209905
2531,Bailey County,TX,2670,"7,130",33.93831375,-102.8095395
2532,Bandera County,TX,1811,"20,537",29.71116367,-99.08119433
2533,Bastrop County,TX,731,"74,763",30.110287,-97.3150695
2534,Baylor County,TX,2933,"3,623",33.620131,-99.263681
2535,Bee County,TX,1376,"32,527",28.40799117,-97.7522105
2536,Bell County,TX,202,"323,037",31.00501308,-97.42161375
2537,Bexar County,TX,19,"1,785,704",29.329876,-98.4790885
2538,Blanco County,TX,2383,"10,655",30.242591,-98.4166412
2539,Borden County,TX,3134,616,32.743795,-101.432354
2540,Bosque County,TX,1914,"18,125",31.90113914,-97.64867729
2541,Bowie County,TX,619,"93,148",33.40726043,-94.32491257
2542,Brazoria County,TX,199,"324,769",29.20988694,-95.49672025
2543,Brazos County,TX,314,"200,665",30.57595167,-96.298559
2544,Brewster County,TX,2491,"9,316",30.088334,-103.3605025
2545,Briscoe County,TX,3080,"1,561",34.4259925,-101.1959825
2546,Brooks County,TX,2663,"7,161",27.123134,-98.2030525
2547,Brown County,TX,1226,"37,825",31.75919743,-98.943801
2548,Burleson County,TX,1962,"17,291",30.4209658,-96.5842774
2549,Burnet County,TX,1100,"43,448",30.75905125,-98.09922075
2550,Caldwell County,TX,1202,"38,734",29.81219657,-97.71300329
2551,Calhoun County,TX,1748,"21,609",28.526711,-96.5772076
2552,Callahan County,TX,2213,"13,517",32.29026625,-99.29127725
2553,Cameron County,TX,164,"415,557",26.14457569,-97.59872038
2554,Camp County,TX,2275,"12,449",32.993919,-94.94415
2555,Carson County,TX,2747,"6,157",35.3892475,-101.231889
2556,Cass County,TX,1426,"30,166",33.0338625,-94.32739138
2557,Castro County,TX,2593,"8,164",34.550566,-102.2455443
2558,Chambers County,TX,1271,"36,196",29.77114683,-94.6115805
2559,Cherokee County,TX,967,"51,206",31.83695875,-95.15508363
2560,Childress County,TX,2680,"7,029",34.470039,-100.222009
2561,Clay County,TX,2394,"10,535",33.8914502,-98.1642126
2562,Cochran County,TX,2974,"3,046",33.62431233,-102.712208
2563,Coke County,TX,2958,"3,231",31.848752,-100.4122695
2564,Coleman County,TX,2553,"8,675",31.81484757,-99.52230043
2565,Collin County,TX,65,"834,642",33.20216276,-96.54399335
2566,Collingsworth County,TX,2977,"3,036",34.85589575,-100.1778363
2567,Colorado County,TX,1798,"20,696",29.63192871,-96.52720871
2568,Comal County,TX,528,"114,384",29.82156317,-98.29498367
2569,Comanche County,TX,2192,"13,765",31.9674245,-98.5266915
2570,Concho County,TX,2903,"4,010",31.3733562,-99.9104444
2571,Cooke County,TX,1204,"38,688",33.56737643,-97.266044
2572,Coryell County,TX,707,"77,231",31.39075856,-97.77643589
2573,Cottle County,TX,3083,"1,486",34.048297,-100.2783945
2574,Crane County,TX,2865,"4,562",31.500553,-102.347243
2575,Crockett County,TX,2927,"3,743",30.798496,-101.498604
2576,Crosby County,TX,2750,"6,126",33.640807,-101.3301967
2577,Culberson County,TX,3029,"2,290",31.03912,-104.824473
2578,Dallam County,TX,2685,"6,996",36.29758267,-102.7070133
2579,Dallas County,TX,9,"2,453,843",32.77863713,-96.6814565
2580,Dawson County,TX,2203,"13,640",32.72422767,-101.9271043
2581,Deaf Smith County,TX,1862,"19,360",29.03063229,-97.33569029
2582,Delta County,TX,2815,"5,329",34.9383515,-102.2566315
2583,Denton County,TX,85,"707,304",33.381263,-95.72630433
2584,DeWitt County,TX,1818,"20,465",33.1702294,-97.09903447
2585,Dickens County,TX,3025,"2,323",33.56997333,-100.8076903
2586,Dimmit County,TX,2398,"10,461",28.4870795,-99.70244725
2587,Donley County,TX,2936,"3,598",34.934336,-100.7884853
2588,Duval County,TX,2316,"11,717",27.7030045,-98.51622125
2589,Eastland County,TX,1899,"18,421",32.30650238,-98.80758175
2590,Ector County,TX,439,"144,325",31.8754374,-102.488295
2591,Edwards County,TX,3057,"1,968",29.934064,-100.1818017
2592,Ellis County,TX,409,"153,969",31.631093,-106.3024064
2593,El Paso County,TX,66,"827,398",32.32334885,-96.80998308
2594,Erath County,TX,1190,"39,321",32.2385865,-98.19863475
2595,Falls County,TX,1941,"17,610",31.23804833,-96.99689017
2596,Fannin County,TX,1332,"33,831",33.52296767,-96.15371867
2597,Fayette County,TX,1616,"24,695",29.92213117,-96.88711783
2598,Fisher County,TX,2918,"3,844",32.7623545,-100.3237118
2599,Floyd County,TX,2734,"6,367",34.07013333,-101.3760347
2600,Foard County,TX,3095,"1,307",33.968163,-99.641288
2601,Fort Bend County,TX,102,"627,293",29.49481492,-95.85330731
2602,Franklin County,TX,2385,"10,640",33.12580233,-95.21022967
2603,Freestone County,TX,1856,"19,515",31.74094383,-96.2220835
2604,Frio County,TX,1934,"17,702",28.91410625,-99.05112375
2605,Gaines County,TX,1901,"18,413",32.76195333,-102.679476
2606,Galveston County,TX,217,"300,484",29.44070315,-94.89918015
2607,Garza County,TX,2731,"6,412",33.180006,-101.298038
2608,Gillespie County,TX,1602,"25,153",30.3225448,-98.9333358
2609,Glasscock County,TX,3099,"1,259",31.864331,-101.49375
2610,Goliad County,TX,2650,"7,351",28.67679975,-97.4395185
2611,Gonzales County,TX,1838,"20,045",29.4498755,-97.58594667
2612,Gray County,TX,1690,"22,978",35.404561,-100.7474078
2613,Grayson County,TX,503,"121,935",33.6244406,-96.68417573
2614,Gregg County,TX,498,"122,658",32.48591,-94.829649
2615,Grimes County,TX,1536,"26,783",30.54218925,-95.97157975
2616,Guadalupe County,TX,448,"139,841",29.58367329,-98.05256186
2617,Hale County,TX,1266,"36,385",34.05004583,-101.8013187
2618,Hall County,TX,2954,"3,293",34.5821755,-100.7024728
2619,Hamilton County,TX,2583,"8,307",31.7411315,-98.15097975
2620,Hansford County,TX,2803,"5,521",36.24485567,-101.3194893
2621,Hardeman County,TX,2896,"4,082",34.2932795,-99.702157
2622,Hardin County,TX,910,"55,190",30.33293322,-94.427799
2623,Harris County,TX,3,"4,253,700",29.66896729,-95.16286414
2624,Harrison County,TX,785,"67,450",32.55750756,-94.30049367
2625,Hartley County,TX,2749,"6,144",35.788738,-102.361479
2626,Haskell County,TX,2774,"5,901",33.2656156,-99.7748578
2627,Hays County,TX,366,"168,990",30.0582835,-97.98276933
2628,Hemphill County,TX,2898,"4,080",35.904503,-100.384093
2629,Henderson County,TX,695,"79,094",32.21533733,-95.76270189
2630,Hidalgo County,TX,72,"806,552",26.23689689,-98.1501785
2631,Hill County,TX,1298,"35,115",31.97520454,-97.08428408
2632,Hockley County,TX,1686,"23,072",33.63078214,-102.3228026
2633,Hood County,TX,954,"52,044",32.4289828,-97.8754638
2634,Hopkins County,TX,1289,"35,469",33.1316755,-95.671843
2635,Houston County,TX,1682,"23,161",31.3149554,-95.3776436
2636,Howard County,TX,1291,"35,408",32.2667615,-101.445147
2637,Hudspeth County,TX,2953,"3,337",31.6369585,-105.3268115
2638,Hunt County,TX,652,"87,079",33.14972344,-96.09173533
2639,Hutchinson County,TX,1735,"21,922",35.72180975,-101.520905
2640,Irion County,TX,3079,"1,573",31.245514,-101.000359
2641,Jack County,TX,2523,"8,983",33.16830775,-98.2225475
2642,Jackson County,TX,2158,"14,255",28.915858,-96.55327671
2643,Jasper County,TX,1278,"35,923",30.67296367,-93.949301
2644,Jeff Davis County,TX,3028,"2,307",30.758682,-104.209994
2645,Jefferson County,TX,262,"251,813",30.03760227,-94.146788
2646,Jim Hogg County,TX,2823,"5,249",27.071004,-98.689522
2647,Jim Wells County,TX,1134,"41,754",27.7465975,-98.038571
2648,Johnson County,TX,412,"153,441",32.3955866,-97.3008923
2649,Jones County,TX,1842,"19,973",32.77667333,-99.84721333
2650,Karnes County,TX,2090,"15,233",28.94794788,-97.89151825
2651,Kaufman County,TX,558,"106,753",32.53770644,-96.321105
2652,Kendall County,TX,1277,"35,956",29.9315442,-98.6595098
2653,Kenedy County,TX,3140,431,27.169633,-97.702801
2654,Kent County,TX,3116,839,33.260668,-100.71021
2655,Kerr County,TX,986,"49,786",30.0488404,-99.2438332
2656,Kimble County,TX,2866,"4,560",30.4978575,-99.7427415
2657,King County,TX,3141,276,33.6166475,-100.2548085
2658,Kinney County,TX,2935,"3,603",29.299888,-100.421055
2659,Kleberg County,TX,1390,"32,025",27.3602815,-97.8141965
2660,Knox County,TX,2921,"3,789",33.5255465,-99.72810325
2661,Lamar County,TX,983,"49,811",28.20763767,-99.24442033
2662,Lamb County,TX,2176,"14,008",33.62716038,-95.53046588
2663,Lampasas County,TX,1834,"20,107",34.122927,-102.3615936
2664,La Salle County,TX,2671,"7,109",31.18894875,-98.20687425
2665,Lavaca County,TX,1858,"19,468",29.42504067,-96.9969065
2666,Lee County,TX,2002,"16,601",30.30670675,-96.952722
2667,Leon County,TX,1995,"16,803",31.28885389,-96.03066533
2668,Liberty County,TX,716,"76,571",30.11569575,-94.77284838
2669,Limestone County,TX,1660,"23,585",31.54784,-96.56850586
2670,Lipscomb County,TX,2942,"3,480",36.3448026,-100.2192254
2671,Live Oak County,TX,2320,"11,664",28.39224333,-98.11402267
2672,Llano County,TX,1870,"19,085",30.7471315,-98.52020917
2673,Loving County,TX,3143,71,31.825466,-103.65528
2674,Lubbock County,TX,230,"285,760",33.613289,-101.8625906
2675,Lynn County,TX,2781,"5,783",33.16276175,-101.823924
2676,McCulloch County,TX,2581,"8,313",30.964581,-95.91618333
2677,McLennan County,TX,272,"238,707",32.8008595,-94.327358
2678,McMullen County,TX,3127,726,32.254975,-101.872408
2679,Madison County,TX,2199,"13,677",30.73095833,-99.15545633
2680,Marion County,TX,2413,"10,324",28.869064,-95.96769833
2681,Martin County,TX,2837,"5,017",28.650722,-100.3456313
2682,Mason County,TX,2904,"4,003",31.1840455,-99.3421965
2683,Matagorda County,TX,1260,"36,547",31.54217859,-97.18051006
2684,Maverick County,TX,908,"55,365",28.350458,-98.56876
2685,Medina County,TX,1033,"46,765",29.33716567,-99.00283289
2686,Menard County,TX,3033,"2,240",30.916294,-99.80273767
2687,Midland County,TX,432,"146,645",31.861876,-102.091276
2688,Milam County,TX,1636,"24,157",30.77772488,-96.96638838
2689,Mills County,TX,2849,"4,828",31.492071,-98.576297
2690,Mitchell County,TX,2488,"9,336",32.360573,-100.900917
2691,Montague County,TX,1855,"19,565",33.63438043,-97.72291114
2692,Montgomery County,TX,138,"485,047",30.2732469,-95.5374183
2693,Moore County,TX,1718,"22,313",35.9550445,-101.9084645
2694,Morris County,TX,2252,"12,787",33.087357,-94.7211398
2695,Motley County,TX,3100,"1,202",33.99561167,-100.8192283
2696,Nacogdoches County,TX,798,"66,034",31.65992086,-94.672106
2697,Navarro County,TX,1013,"47,979",32.048999,-96.532244
2698,Newton County,TX,2162,"14,200",30.82145125,-93.70985475
2699,Nolan County,TX,2114,"14,924",32.264325,-100.3820162
2700,Nueces County,TX,190,"347,691",27.7499775,-97.60262625
2701,Ochiltree County,TX,2379,"10,728",36.35927167,-100.7547713
2702,Oldham County,TX,3045,"2,060",35.28045167,-102.4081937
2703,Orange County,TX,671,"82,977",30.115435,-93.8750456
2704,Palo Pinto County,TX,1501,"27,856",32.68056429,-98.34486071
2705,Panola County,TX,1643,"24,020",32.14864371,-94.38540214
2706,Parker County,TX,509,"119,712",32.80285333,-97.823104
2707,Parmer County,TX,2425,"10,183",34.550199,-102.784538
2708,Pecos County,TX,2072,"15,619",30.83778133,-102.4889477
2709,Polk County,TX,1055,"45,656",30.76230686,-94.89536357
2710,Potter County,TX,500,"122,335",35.2155385,-101.9127155
2711,Presidio County,TX,2639,"7,525",29.95591633,-104.2592613
2712,Rains County,TX,2363,"10,943",32.8759335,-95.81112
2713,Randall County,TX,491,"125,082",35.059444,-101.878702
2714,Reagan County,TX,2943,"3,475",31.417011,-101.5423
2715,Real County,TX,2950,"3,369",29.79486733,-99.82242867
2716,Red River County,TX,2262,"12,694",33.58704467,-95.04685067
2717,Reeves County,TX,2188,"13,798",31.4149875,-103.567829
2718,Refugio County,TX,2656,"7,259",28.2706528,-97.1766862
2719,Roberts County,TX,3115,854,35.71814,-100.676817
2720,Robertson County,TX,2009,"16,545",31.0197326,-96.5964508
2721,Rockwall County,TX,670,"83,021",32.92041,-96.37787767
2722,Runnels County,TX,2399,"10,449",31.82858517,-100.0595887
2723,Rusk County,TX,923,"54,026",32.164833,-94.84380564
2724,Sabine County,TX,2401,"10,433",31.299825,-93.831535
2725,San Augustine County,TX,2531,"8,818",31.4831,-94.147062
2726,San Jacinto County,TX,1525,"27,126",30.66302525,-95.17658625
2727,San Patricio County,TX,805,"65,600",27.95607933,-97.44051789
2728,San Saba County,TX,2759,"6,002",31.15926067,-98.78215867
2729,Schleicher County,TX,2957,"3,264",30.912773,-100.676722
2730,Scurry County,TX,1968,"17,126",32.7317414,-100.9510724
2731,Shackelford County,TX,2952,"3,356",32.6962355,-99.204843
2732,Shelby County,TX,1563,"26,019",31.875144,-94.2241662
2733,Sherman County,TX,2972,"3,073",36.340796,-102.073587
2734,Smith County,TX,293,"214,821",32.30782888,-95.24914825
2735,Somervell County,TX,2556,"8,598",32.24321633,-97.72054333
2736,Starr County,TX,844,"61,615",26.49466363,-98.80673525
2737,Stephens County,TX,2475,"9,464",32.7423715,-98.795297
2738,Sterling County,TX,3101,"1,191",31.882997,-101.030277
2739,Stonewall County,TX,3084,"1,475",33.159287,-100.2394915
2740,Sutton County,TX,2911,"3,950",30.579386,-100.671422
2741,Swisher County,TX,2606,"7,891",34.55393467,-101.8036473
2742,Tarrant County,TX,15,"1,880,153",32.86559671,-97.24215514
2743,Taylor County,TX,470,"133,473",32.31996956,-99.87709133
2744,Terrell County,TX,3112,917,30.235774,-102.134762
2745,Terry County,TX,2265,"12,613",33.1867,-102.3241153
2746,Throckmorton County,TX,3078,"1,601",33.1163855,-99.0999725
2747,Titus County,TX,1366,"32,663",33.1937945,-95.0468225
2748,Tom Green County,TX,529,"113,281",31.40697178,-100.444282
2749,Travis County,TX,37,"1,095,584",30.31910629,-97.72995214
2750,Trinity County,TX,2152,"14,309",31.02601633,-95.197877
2751,Tyler County,TX,1756,"21,458",30.757212,-94.39734333
2752,Upshur County,TX,1173,"39,995",32.7216165,-94.860335
2753,Upton County,TX,2955,"3,283",31.251319,-102.0326427
2754,Uvalde County,TX,1538,"26,752",29.30430975,-99.64864475
2755,Val Verde County,TX,1002,"48,705",29.509915,-100.9719747
2756,Van Zandt County,TX,947,"52,427",32.61924814,-95.81349271
2757,Victoria County,TX,640,"89,269",28.75923957,-96.94172171
2758,Walker County,TX,776,"68,408",30.75426525,-95.45946675
2759,Waller County,TX,1079,"44,357",29.9749978,-95.9954818
2760,Ward County,TX,2369,"10,879",31.48491233,-103.0900542
2761,Washington County,TX,1326,"34,093",30.2126985,-96.37588425
2762,Webb County,TX,255,"259,172",27.46113333,-99.111531
2763,Wharton County,TX,1145,"41,285",29.307741,-96.1534011
2764,Wheeler County,TX,2794,"5,626",35.4317866,-100.2782142
2765,Wichita County,TX,477,"131,559",33.99478583,-98.62292833
2766,Wilbarger County,TX,2226,"13,258",34.190505,-99.19764725
2767,Willacy County,TX,1728,"22,058",26.456745,-97.63664283
2768,Williamson County,TX,146,"456,232",30.63774831,-97.58515806
2769,Wilson County,TX,1078,"44,370",29.22685283,-98.03052917
2770,Winkler County,TX,2652,"7,330",31.781836,-103.134624
2771,Wise County,TX,858,"60,432",33.2096552,-97.6171462
2772,Wood County,TX,1130,"42,022",32.79614471,-95.45169314
2773,Yoakum County,TX,2596,"8,075",33.10932567,-102.8385747
2774,Young County,TX,1906,"18,339",33.1886814,-98.670344
2775,Zapata County,TX,2153,"14,290",26.9878,-99.25793
2776,Zavala County,TX,2300,"11,961",28.86576167,-99.76328567
2777,Beaver County,UT,2724,"6,501",38.2679315,-112.9388943
2778,Box Elder County,UT,975,"50,171",41.68719167,-112.2997623
2779,Cache County,UT,523,"115,520",41.79358788,-111.9088571
2780,Carbon County,UT,1772,"21,246",39.60223543,-110.6056014
2781,Daggett County,UT,3105,"1,090",40.963177,-109.568886
2782,Davis County,UT,207,"315,809",40.9789962,-111.9432111
2783,Duchesne County,UT,1864,"19,244",40.29748257,-110.3805721
2784,Emery County,UT,2364,"10,933",39.18807844,-110.9394129
2785,Garfield County,UT,2834,"5,095",37.7522575,-111.755187
2786,Grand County,UT,2489,"9,328",38.7901385,-109.577599
2787,Iron County,UT,1034,"46,750",37.74080611,-113.2090018
2788,Juab County,UT,2409,"10,341",39.767306,-111.952562
2789,Kane County,UT,2658,"7,221",37.34097617,-112.4747817
2790,Millard County,UT,2269,"12,569",39.21331718,-112.5138415
2791,Morgan County,UT,2454,"9,821",41.0796695,-111.5948525
2792,Piute County,UT,3081,"1,524",38.2836346,-112.2022676
2793,Rich County,UT,3030,"2,267",41.7311615,-111.274335
2794,Salt Lake County,UT,39,"1,063,842",40.59962333,-111.9580329
2795,San Juan County,UT,2110,"14,965",37.595704,-109.5135882
2796,Sanpete County,UT,1499,"27,906",39.33559573,-111.6600629
2797,Sevier County,UT,1790,"20,784",38.76544542,-112.0330177
2798,Summit County,UT,1222,"38,003",40.81369014,-111.3761366
2799,Tooele County,UT,866,"59,870",40.444559,-112.8424053
2800,Uintah County,UT,1311,"34,524",40.35498067,-109.6862643
2801,Utah County,UT,120,"540,504",40.20549233,-111.7322171
2802,Wasatch County,UT,1600,"25,273",40.47253467,-111.4094103
2803,Washington County,UT,437,"144,809",37.28511784,-113.4077563
2804,Wayne County,UT,2997,"2,737",38.33741767,-111.3800078
2805,Weber County,UT,274,"236,640",41.242145,-111.9236154
2820,Accomack County,VA,1346,"33,341",37.78900638,-75.65838697
2821,Albemarle County,VA,572,"102,251",38.0038062,-78.58831273
2822,Alleghany County,VA,2027,"16,230",38.823062,-77.079622
2823,Amelia County,VA,2256,"12,759",37.79436367,-79.83641267
2824,Amherst County,VA,1380,"32,384",37.336652,-78.01686367
2825,Appomattox County,VA,2097,"15,128",37.5434114,-79.1031652
2826,Arlington County,VA,287,"221,045",37.35916633,-78.857641
