County,State,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000
Marion County,MS,1546,26442.0,31.1971195,-89.88925575,80.2609936532,132.584502185,389.159154097,534.109817365
Marshall County,MS,1258,36612.0,34.83868843,-89.51395814,46.9622772956,47.1123770029,47.1123770029,425.233534704
Monroe County,MS,1264,36421.0,33.873709,-88.40364911,107.704593125,145.92756033,145.92756033,551.839591033
Montgomery County,MS,2388,10614.0,33.50769925,-89.580995,142.321090948,185.233820155,185.233820155,571.19600086
Neshoba County,MS,1432,29785.0,32.699154,-89.114395,93.2017934178,232.013139354,232.013139354,665.392541299
Newton County,MS,1750,21601.0,32.40025229,-89.10463157,82.2675629291,209.904104214,247.505942293,652.690355845
Noxubee County,MS,2344,11218.0,33.14287267,-88.562201,96.4653805907,165.576315046,165.576315046,626.502049857
Oktibbeha County,MS,1008,48192.0,33.41560533,-88.872041,126.310660916,187.469232731,187.469232731,590.840884305
Panola County,MS,1312,34473.0,34.35489586,-89.97621414,61.9144910917,90.4071120772,90.4071120772,474.96203486
Pearl River County,MS,909,55295.0,30.655242,-89.6179358,53.1705119631,88.9887309763,416.518430229,545.148282217
Perry County,MS,2293,12086.0,31.2467875,-88.97596575,87.8511413033,98.3406074856,327.166091194,619.294624876
Pike County,MS,1171,40100.0,31.15378217,-90.4215345,55.8274344314,89.7856545979,430.186817098,484.344233158
Pontotoc County,MS,1420,30594.0,34.260675,-89.04316583,115.099048924,124.272002796,124.272002796,495.826754183
Prentiss County,MS,1594,25390.0,34.5924515,-88.50330125,138.211442379,138.211442379,138.211442379,472.972668175
Quitman County,MS,2616,7798.0,34.217252,-90.265879,80.2918989597,111.692962152,111.692962152,489.88057691
Rankin County,MS,436,145165.0,32.2657374,-89.9639427,0.0,215.718139768,321.524000717,573.980516383
Scott County,MS,1481,28250.0,32.44284725,-89.520073,46.1665347011,233.06359554,278.850927196,620.069831473
Sharkey County,MS,2851,4799.0,32.88142325,-90.86693525,80.1772839193,243.991442405,270.013507596,542.318991716
Simpson County,MS,1516,27374.0,31.92070771,-89.91717443,38.5136737405,185.925618394,340.763389045,560.595195166
Smith County,MS,2023,16345.0,31.90519267,-89.47860333,60.809095407,183.444052792,308.1556685,597.778938146
Stone County,MS,1920,18028.0,30.780641,-89.12407367,37.1172384669,90.5840507302,377.544993541,594.176491858
Sunflower County,MS,1472,28431.0,33.60251511,-90.56017278,146.304343086,185.087309709,185.087309709,617.001535616
Tallahatchie County,MS,2099,15111.0,33.95693757,-90.23264743,107.718163546,138.371898095,138.371898095,518.723950898
Tate County,MS,1468,28490.0,34.67341025,-89.9570375,27.0697110409,55.2180921908,55.2180921908,439.737317866
Tippah County,MS,1730,22025.0,34.77588367,-88.908111,95.9150554932,95.9150554932,95.9150554932,442.971706577
Tishomingo County,MS,1854,19591.0,34.6956622,-88.2463844,129.449649317,155.181783651,155.181783651,470.103465107
Tunica County,MS,2396,10475.0,34.64241825,-90.34278625,42.0350977754,73.3776518592,73.3776518592,442.876731905
Union County,MS,1515,27414.0,34.47472,-89.0282625,102.990321557,106.97235557,106.97235557,472.888597135
Walthall County,MS,2100,15100.0,31.175558,-90.090824,67.0945396527,115.253637279,404.829669593,515.059811504
Warren County,MS,1011,48084.0,32.4337265,-90.794291,42.8123971728,208.767203086,315.153688401,517.447108532
Washington County,MS,987,49750.0,33.269607,-90.97045845,122.010678483,202.932199759,234.125161444,563.907899559
Wayne County,MS,1800,20661.0,31.61167067,-88.652316,112.626794247,112.626794247,276.338275453,660.083123117
Webster County,MS,2441,10039.0,33.5867754,-89.2632716,160.495165012,182.900513627,182.900513627,565.974303942
Wilkinson County,MS,2478,9432.0,31.154901,-91.2498725,67.6692692372,67.6692692372,410.447790149,410.447790149
Winston County,MS,1873,19029.0,33.041219,-89.0882115,118.93549369,215.801516537,215.801516537,628.230771428
Yalobusha County,MS,2279,12401.0,34.04882775,-89.71413525,99.7706854064,124.186878973,124.186878973,510.324831692
Yazoo County,MS,1483,28195.0,32.764751,-90.41729643,52.4960350582,251.519634805,271.168117615,567.587992603
Beaverhead County,MT,2485,9346.0,45.32671371,-113.0663127,196.871341513,323.843962474,532.854628376,532.854628376
Big Horn County,MT,2237,13061.0,45.469317,-107.4837062,80.423953004,616.322302068,652.158005507,652.158005507
Blaine County,MT,2710,6683.0,48.50112667,-108.9912517,288.296298981,629.326434247,908.942409303,908.942409303
Broadwater County,MT,2787,5756.0,46.33816175,-111.552835,192.997861381,484.993206888,638.402646336,638.402646336
Carbon County,MT,2432,10127.0,45.3251308,-109.0387366,93.6902922986,537.440215199,576.368918422,576.368918422
Carter County,MT,3102,1177.0,45.7323305,-104.5895335,234.152275217,630.786754295,675.127687567,826.502071894
Cascade County,MT,679,81723.0,47.39339286,-111.3909503,193.609384644,571.580243684,756.233968903,756.233968903
Chouteau County,MT,2773,5904.0,47.8507626,-110.3988326,266.79165309,521.102781848,815.248253918,815.248253918
Custer County,MT,2305,11888.0,46.3858875,-105.628842,207.550284838,701.102182916,752.545085934,821.227454853
Daniels County,MT,3071,1786.0,48.7797525,-105.5363498,374.464616342,966.956331409,1016.72942417,1040.95537933
Dawson County,MT,2497,9249.0,47.32703925,-104.9737783,293.028393823,805.739189622,852.964407222,933.47553261
Deer Lodge County,MT,2498,9227.0,46.1882445,-112.9105815,117.377834205,374.427666796,625.662191462,625.662191462
Fallon County,MT,2978,3024.0,46.317491,-104.374228,281.446764886,697.239631088,740.374838331,882.530646336
Fergus County,MT,2331,11435.0,47.22636678,-109.3838174,165.786540256,601.984104457,764.662904031,764.662904031
Flathead County,MT,630,91633.0,48.30381081,-114.219135,146.63278973,244.491642901,580.043536871,583.805449453
Gallatin County,MT,624,92614.0,45.44331675,-111.3111971,219.355844418,498.619228348,540.672816828,540.672816828
Garfield County,MT,3098,1261.0,47.369887,-106.98569,184.163192155,812.887890992,851.041642556,851.041642556
Glacier County,MT,2198,13711.0,48.6614856,-113.0735736,193.880197588,337.15881551,666.277017007,672.373222765
Golden Valley County,MT,3116,839.0,46.3811925,-109.130368,82.9650139945,639.786589519,681.72966231,681.72966231
Granite County,MT,2968,3109.0,46.475526,-113.296628,73.9043493087,333.753941602,661.707794783,661.707794783
Hill County,MT,2020,16366.0,48.5141732,-110.165452,319.174148154,543.295937378,890.875854378,890.875854378
Jefferson County,MT,2335,11401.0,46.1825015,-112.0354922,168.436688441,444.931132995,620.291745418,620.291745418
Judith Basin County,MT,3049,2024.0,47.1005466,-110.1540506,193.825142803,546.155707576,736.675962173,736.675962173
Lake County,MT,1450,28986.0,47.62692917,-114.1927916,73.0520877749,236.771944976,583.588968594,583.588968594
Lewis and Clark County,MT,812,64876.0,46.884379,-112.2508433,124.888474036,485.568732907,698.678755508,698.678755508
Liberty County,MT,3015,2392.0,48.52858033,-111.0032957,274.306500943,482.311800464,884.329997286,884.329997286
Lincoln County,MT,1857,19491.0,48.62702083,-115.3145108,145.874668939,186.356484503,501.405554539,508.716231208
McCone County,MT,3075,1701.0,45.3561944,-111.9246202,209.489561372,402.504853643,528.425703026,528.425703026
Madison County,MT,2625,7733.0,47.536087,-105.7335353,259.981607657,829.188213275,880.47900604,917.295099244
Meagher County,MT,3064,1924.0,46.629465,-110.953882,221.631609741,497.544673693,674.813345848,674.813345848
Mineral County,MT,2891,4167.0,47.2714805,-115.1222008,98.6558850138,172.563705882,516.366424096,516.366424096
Missoula County,MT,542,110977.0,47.0048184,-113.8817844,0.0,271.169319853,613.476998686,613.476998686
Musselshell County,MT,2860,4665.0,46.518289,-108.1287517,62.9017363084,687.666357313,726.506908683,726.506908683
Park County,MT,2074,15567.0,45.38453789,-110.4751431,185.078338227,503.756326549,545.122683129,545.122683129
Petroleum County,MT,3137,511.0,47.087847,-108.2019515,125.616984132,692.874600706,781.376911243,781.376911243
Phillips County,MT,2892,4128.0,48.30035675,-107.8519203,262.088435915,711.968034992,915.652159216,915.652159216
Pondera County,MT,2746,6165.0,48.212557,-112.1902962,184.938498148,604.250705173,730.715031694,733.482351667
Powder River County,MT,3072,1763.0,45.324134,-105.443637,229.490615056,582.724500187,633.660275127,746.50254911
Powell County,MT,2675,7096.0,46.65042571,-112.7762419,93.0986625332,363.567381542,675.498687231,675.498687231
Prairie County,MT,3103,1157.0,46.8251265,-105.3289695,244.107212394,749.47111564,798.855454245,873.306202796
Ravalli County,MT,1163,40617.0,46.2255752,-114.0907852,88.0901728913,293.645693348,616.828496605,616.828496605
Richland County,MT,2374,10810.0,47.685009,-104.2844212,357.98250762,849.102775643,892.532478837,997.350542809
Roosevelt County,MT,2365,10927.0,48.21746443,-104.7498834,365.338857556,905.398233076,951.488442769,1021.81715849
Rosebud County,MT,2481,9396.0,45.9204914,-106.578243,129.335581491,656.998640304,714.759899948,734.632716413
Sanders County,MT,2334,11408.0,47.70228389,-115.1327846,120.474099147,166.137597114,512.81099421,512.81099421
Sheridan County,MT,2939,3580.0,48.70141678,-104.5235512,414.807625745,960.150215716,1005.22933385,1075.09447454
Silver Bow County,MT,1315,34403.0,46.0133695,-112.6788395,143.768427405,394.605764413,604.289307076,604.289307076
Stillwater County,MT,2503,9195.0,45.66925375,-109.342652,91.1409339107,562.073070447,601.979272932,601.979272932
Sweet Grass County,MT,2934,3605.0,45.78778067,-109.9202527,131.420341882,558.786673874,599.656593092,599.656593092
Teton County,MT,2756,6053.0,47.85041683,-112.1229283,162.621195562,574.283232261,737.778429862,738.13689922
Toole County,MT,2825,5220.0,48.77516543,-111.6841356,256.408352038,438.873432295,908.770574397,908.770574397
Treasure County,MT,3125,736.0,46.2335245,-107.283849,80.3935472053,694.207194457,731.18281003,731.18281003
Valley County,MT,2642,7505.0,48.4289334,-106.4031093,308.096014479,931.812097107,975.05489929,975.05489929
Wheatland County,MT,3042,2104.0,46.452551,-109.916514,140.197878029,579.46925622,670.828241127,670.828241127
Wibaux County,MT,3107,1057.0,46.824454,-104.122311,326.606411301,755.571977248,797.419951803,935.611592101
Yellowstone County,MT,414,151882.0,45.9582015,-108.2452129,0.0,628.767550487,667.071634097,667.071634097
Alamance County,NC,410,153920.0,36.0459989,-79.3936057,0.0,35.7834100121,35.7834100121,201.016644501
Alexander County,NC,1252,36853.0,35.91299167,-81.17387933,27.9216162579,78.0597278952,78.0597278952,243.902579922
Alleghany County,NC,2365,10927.0,36.482587,-81.0840176,77.6592386388,79.8992137931,124.767610407,186.317973597
Anson County,NC,1547,26351.0,34.95471929,-80.10021671,41.1467279727,74.7151682563,74.7151682563,319.387728684
Ashe County,NC,1527,27097.0,36.42354267,-81.47318392,78.3690795137,110.502626386,140.777013726,213.689043022
Avery County,NC,1939,17635.0,36.077535,-81.92033856,58.4444558791,133.685429592,133.685429592,269.182900743
Beaufort County,NC,1020,47507.0,35.47584922,-76.83934278,44.8165281106,165.21326489,165.21326489,372.914743777
Bertie County,NC,1801,20653.0,36.1421375,-77.04035638,68.5958046493,149.041050676,149.041050676,310.181446948
Bladen County,NC,1302,34915.0,34.6163775,-78.620608,45.1713523462,60.1555124957,127.871223887,372.001303809
Brunswick County,NC,534,112257.0,34.01484523,-78.26366654,0.0,134.245503535,197.416118482,445.477075238
Buncombe County,NC,268,244490.0,35.59279929,-82.51153814,0.0,76.8835610683,157.325586286,344.959762084
Burke County,NC,634,90505.0,35.7562615,-81.6407032,47.8783570731,91.6178236124,91.6178236124,281.026388402
Cabarrus County,NC,342,184498.0,35.3711346,-80.571823,0.0,25.5720714685,25.5720714685,280.339564831
Caldwell County,NC,676,81930.0,35.89687683,-81.53228217,45.0394836751,94.6258804992,94.6258804992,262.624050712
Camden County,NC,2436,10090.0,36.36169433,-76.167416,57.437377115,215.903185612,223.17425882,325.06700374
Carteret County,NC,783,67632.0,34.75984133,-76.7441455,55.5069886557,195.194429716,204.687752352,438.259015089
Caswell County,NC,1680,23217.0,36.424946,-79.30429714,42.8088028495,58.2430187617,58.2430187617,161.99162187
Catawba County,NC,408,154339.0,35.66469213,-81.12366338,0.0,51.5341271407,51.5341271407,266.305511723
Chatham County,NC,799,65976.0,35.64810867,-79.30974956,43.1000531009,63.1860624473,63.1860624473,245.803667597
Cherokee County,NC,1530,26992.0,35.152534,-83.9267488,65.642189,100.865331444,133.236167438,472.246945271
Chowan County,NC,2124,14772.0,36.1924495,-76.605441,87.0699081034,188.306290002,188.306290002,338.798835946
Clay County,NC,2387,10618.0,35.03746133,-83.85379633,77.8847075081,113.682389239,121.220852037,475.580288086
Cleveland County,NC,600,97474.0,35.32551333,-81.57571625,39.0406076328,68.6067445404,68.6067445404,318.561221388
Columbus County,NC,885,57638.0,34.27867693,-78.65730864,46.6308531476,95.7544436286,165.353521669,407.186280111
Craven County,NC,562,104770.0,35.14811063,-77.12743038,0.0,152.590470059,152.590470059,382.757765053
Cumberland County,NC,200,324049.0,35.129512,-78.83328282,0.0,0.0,73.3641068573,311.901343959
Currituck County,NC,1640,24077.0,36.31367053,-75.93848827,65.0768917004,222.44646401,222.44646401,330.096643325
Dare County,NC,1310,34573.0,35.71409362,-75.64685531,136.416457039,269.670541592,269.670541592,397.797483476
Davidson County,NC,383,163260.0,35.74180933,-80.21945767,0.0,47.4235239935,53.7529664355,233.785607248
Davie County,NC,1142,41433.0,35.89026567,-80.51434533,28.0386095481,36.9188388088,68.6017398605,223.29648372
Duplin County,NC,864,60033.0,34.94883373,-77.95260564,43.6888169028,82.819040756,109.728069248,360.49413265
Durham County,NC,238,279641.0,36.10073167,-78.87973067,0.0,43.2869943406,43.2869943406,208.90330606
Edgecombe County,NC,904,55954.0,35.880265,-77.61040043,37.3800347861,92.7261892717,92.7261892717,292.353709871
Forsyth County,NC,186,358137.0,36.1658853,-80.2848916,0.0,0.0,45.730134849,188.573130062
Franklin County,NC,845,61475.0,36.03362825,-78.3311465,39.7226443691,39.7226443691,39.7226443691,239.066339851
Gaston County,NC,303,208049.0,35.31532875,-81.146552,0.0,29.7257218582,29.7257218582,302.556149033
Gates County,NC,2306,11869.0,36.43955486,-76.69549843,69.9705642174,179.683490009,189.201032672,317.542854715
Graham County,NC,2548,8700.0,35.3834465,-83.7766955,43.2172345187,76.0474426147,160.212429629,445.444080211
Granville County,NC,857,60436.0,36.27990233,-78.65739233,28.1993787974,56.7607707696,56.7607707696,200.309612806
Greene County,NC,1759,21429.0,35.489881,-77.6641635,27.2504582616,92.5845921476,92.5845921476,323.033689788
Guilford County,NC,132,500879.0,36.0765574,-79.78899793,0.0,0.0,0.0,193.975029967
Halifax County,NC,925,54006.0,36.27242667,-77.63076778,78.2740280651,105.79091263,105.79091263,260.161574428
Harnett County,NC,502,122135.0,35.3857971,-78.8254657,0.0,28.4425247607,46.1449674207,284.930027121
Haywood County,NC,877,58908.0,35.545447,-82.99169683,43.8430289307,89.8177180601,199.209407826,379.625550702
Henderson County,NC,547,108266.0,35.32095877,-82.47850431,0.0,46.6449841022,150.552361351,365.552489916
Hertford County,NC,1628,24438.0,36.38891167,-76.95341483,91.2496597821,165.731380625,165.731380625,300.708250556
Hoke County,NC,970,50536.0,34.9885305,-79.2400095,37.2577572303,40.2645681153,102.932835035,318.983288255
Hyde County,NC,2776,5859.0,35.4257232,-76.232385,87.0511934219,220.346215549,220.346215549,417.070590392
Iredell County,NC,385,162708.0,35.80083467,-80.88893,0.0,59.1939801637,59.1939801637,243.848637835
Jackson County,NC,1167,40448.0,35.29534789,-83.157164,61.7856914851,82.5852177034,168.932046145,409.622031138
Johnston County,NC,358,174938.0,35.53697991,-78.29331536,0.0,39.7203751607,39.7203751607,288.296621332
Jones County,NC,2420,10275.0,35.001648,-77.368689,27.3532293369,134.343090419,142.568241218,382.800172197
Lee County,NC,867,59715.0,35.46977167,-79.13175833,29.33350196,46.4982101152,56.4751582922,268.488825572
Lenoir County,NC,873,59227.0,35.156941,-77.6572585,37.948636825,107.212273188,111.1985502,353.904725318
Lincoln County,NC,692,79313.0,35.480257,-81.220102,19.4801548998,42.8593810964,42.8593810964,288.541169116
McDowell County,NC,1068,44998.0,35.09055125,-83.388689,65.0363845001,93.9468927031,139.118285495,440.583911716
Macon County,NC,1329,33869.0,35.84913567,-82.65979,31.4459877085,107.409364602,178.367960015,334.735270093
Madison County,NC,1793,20742.0,35.8733425,-77.18698363,36.1049411841,130.68027363,130.68027363,319.579811679
Martin County,NC,1645,23961.0,35.67705675,-82.03727425,43.9630087845,90.9837197343,118.978680312,309.6106789
Mecklenburg County,NC,45,969031.0,35.269924,-80.82448571,0.0,0.0,0.0,297.285789062
Mitchell County,NC,2084,15368.0,35.958273,-82.130975,50.3420288359,118.79086568,140.867104931,291.870427137
Montgomery County,NC,1505,27668.0,35.36042617,-79.86384267,45.8470230282,79.7455435096,79.7455435096,273.432977885
Moore County,NC,635,90302.0,35.26710385,-79.44896523,58.1093206452,58.1093206452,93.024427824,285.732344455
Nash County,NC,608,95708.0,35.9762845,-77.95883513,57.366665462,64.6127383829,64.6127383829,263.928822959
New Hanover County,NC,299,209234.0,34.1459784,-77.9035146,0.0,138.460608327,191.804748028,443.29887548
Northampton County,NC,1760,21428.0,36.42449591,-77.47175945,88.2694746033,126.970663856,126.970663856,260.357966872
Onslow County,NC,344,183263.0,34.69229489,-77.39964456,0.0,139.70450434,163.579365344,410.097027385
Orange County,NC,453,137941.0,36.0477068,-79.1187052,0.0,54.06927645,54.06927645,206.896709866
Pamlico County,NC,2236,13074.0,35.14808344,-76.68689633,40.1429221243,189.136904513,189.136904513,408.80443896
Pasquotank County,NC,1165,40591.0,36.285388,-76.213284,66.2093899382,220.42952428,225.004298291,333.730819532
Pender County,NC,922,54195.0,34.53946613,-77.92631663,43.6994341382,105.675074063,150.618276337,402.420738237
Perquimans County,NC,2211,13563.0,36.210978,-76.439526,78.9795581888,203.293157206,203.293157206,343.656196181
Person County,NC,1192,39268.0,36.37784075,-78.999576,32.5815234015,75.4239954589,75.4239954589,176.423363023
Pitt County,NC,361,172554.0,35.5942115,-77.39211717,0.0,113.491990648,113.491990648,329.245777351
Polk County,NC,1827,20271.0,35.2741304,-82.197278,26.1016348756,44.0602702598,124.903416753,353.896597323
Randolph County,NC,442,142466.0,35.7654716,-79.7637561,0.0,34.5924124094,34.5924124094,228.529945468
Richmond County,NC,1037,46627.0,35.02174971,-79.68405,65.4577119072,78.5088094405,107.507951781,311.232701644
Robeson County,NC,461,135496.0,34.67055607,-79.10892187,0.0,56.8077864333,129.504337907,355.778633002
Rockingham County,NC,623,92720.0,36.4282295,-79.804489,39.0476617075,39.0476617075,39.0476617075,154.937236313
Rowan County,NC,451,138180.0,35.63756367,-80.51536767,0.0,49.5099778429,49.5099778429,250.412309349
Rutherford County,NC,786,67323.0,35.35327033,-81.918694,44.8152318178,65.1149470651,99.9363275021,332.172924486
Sampson County,NC,821,63949.0,34.9248293,-78.3666246,48.2620381845,48.2620381845,96.6048293199,347.254805357
Scotland County,NC,1274,36094.0,34.81756025,-79.507066,39.939734281,70.5931739402,130.255350752,334.839640365
Stanly County,NC,853,60576.0,35.35277722,-80.28308744,26.3204553698,50.0859967073,50.0859967073,277.327792128
Stokes County,NC,1031,46783.0,36.38781875,-80.21114438,25.5024683134,25.5024683134,51.3140827085,163.100675913
Surry County,NC,740,73561.0,36.41146218,-80.66621345,43.7723756331,43.7723756331,87.166769377,173.771049691
Swain County,NC,2166,14141.0,35.43013867,-83.44567033,58.0311307505,81.2250731024,172.243573816,418.946990742
Transylvania County,NC,1360,32849.0,35.17975188,-82.79206225,32.5541170072,47.9351497792,177.169512879,396.009817587
Tyrrell County,NC,2881,4338.0,35.936934,-76.203339,104.676789428,219.75468419,219.75468419,372.298287062
Union County,NC,302,208520.0,34.99887633,-80.5476195,0.0,39.2551631809,39.2551631809,320.180454066
Vance County,NC,1065,45132.0,36.401486,-78.382252,55.7931884619,73.579215158,73.579215158,203.295307607
Wake County,NC,48,952151.0,35.76893721,-78.62741264,0.0,0.0,0.0,251.807297618
Warren County,NC,1807,20576.0,36.4173525,-78.121006,76.7039613842,85.1846640905,85.1846640905,217.385599079
Washington County,NC,2258,12736.0,35.82788167,-76.577093,78.1767229331,185.445681165,185.445681165,364.573427906
Watauga County,NC,958,51871.0,36.23545543,-81.73028257,62.2789118094,130.218617091,134.862738696,244.700841761
Wayne County,NC,492,124246.0,35.33983433,-78.0096125,0.0,73.5136560672,73.5136560672,319.901791694
Wilkes County,NC,767,69306.0,36.22880962,-81.127591,52.1340525463,76.1118217026,109.867775233,211.706263212
Wilson County,NC,677,81867.0,35.69225514,-77.92016129,37.9443830018,64.5476195744,64.5476195744,291.271135998
Yadkin County,NC,1218,38084.0,36.175676,-80.7102358,38.2831311344,38.2831311344,83.6555483832,199.263224686
Yancey County,NC,1940,17630.0,35.85550633,-82.261226,36.9124590818,105.736729285,145.55559348,308.241640518
Adams County,ND,3027,2311.0,46.0858385,-102.6409295,229.64281386,701.831977948,722.651703059,722.651703059
Barnes County,ND,2356,11015.0,46.88595725,-98.09558417,69.5073265025,412.701988283,412.701988283,412.701988283
Benson County,ND,2702,6760.0,48.10476736,-99.32011045,207.016309627,559.65604158,563.453640038,563.453640038
Billings County,ND,3113,905.0,46.9503125,-103.4297765,328.243221522,778.406254869,798.003534804,798.003534804
Bottineau County,ND,2717,6579.0,48.764928,-100.8834027,343.665655231,696.640995451,700.33080757,700.33080757
Bowman County,ND,2960,3202.0,46.159146,-103.5210955,242.946197242,691.001345567,727.787306521,920.442778835
Burke County,ND,3040,2171.0,48.83299483,-102.5287273,535.042764391,806.54339766,807.673707114,807.673707114
Burleigh County,ND,659,85774.0,46.93869378,-100.4064518,245.241607001,576.010893411,576.010893411,576.010893411
Cass County,ND,403,156157.0,46.93146061,-97.18565443,0.0,354.572886294,356.768606543,356.768606543
Cavalier County,ND,2912,3948.0,48.7049225,-98.40776675,217.381790794,556.007003854,556.007003854,556.007003854
Dickey County,ND,2822,5268.0,46.100882,-98.51871225,137.798683772,564.498904012,564.498904012,409.618282449
Divide County,ND,3034,2228.0,48.89000867,-103.2783533,496.492259196,859.380004786,859.380004786,859.380004786
Dunn County,ND,2910,3967.0,47.3845748,-102.5058284,374.385884243,742.690669592,742.690669592,742.690669592
Eddy County,ND,3019,2368.0,47.739316,-98.9043315,157.916624404,512.020997322,514.681455761,514.681455761
Emmons County,ND,2941,3491.0,46.313123,-100.1614668,238.04020838,538.263914858,538.263914858,538.263914858
Foster County,ND,2947,3392.0,47.469765,-98.72873975,131.343529042,485.838122171,487.153836795,487.153836795
Golden Valley County,ND,3070,1804.0,46.82786167,-103.9085533,322.281525685,758.342359272,798.805782648,947.527113418
Grand Forks County,ND,784,67472.0,47.94927108,-97.47077377,115.184862807,438.387866111,447.310151012,447.310151012
Grant County,ND,3022,2333.0,46.3125558,-101.5964418,272.737840178,646.470433792,646.470433792,646.470433792
Griggs County,ND,3020,2362.0,47.4181108,-98.3380082,102.752445352,459.365804111,459.365804111,459.365804111
Hettinger County,ND,3005,2553.0,46.415907,-102.495034,267.205767849,716.565969803,716.565969803,716.565969803
Kidder County,ND,3012,2426.0,46.95911733,-99.7349335,194.101590394,529.022313928,529.022313928,529.022313928
LaMoure County,ND,2893,4114.0,46.44056163,-98.50329363,114.621434899,420.270084659,420.270084659,420.270084659
Logan County,ND,3064,1924.0,46.45248333,-99.33440667,172.764837821,481.056101236,481.056101236,481.056101236
McHenry County,ND,2780,5789.0,48.17561777,-100.6453878,294.823701841,649.383176198,650.546323745,650.546323745
McIntosh County,ND,2993,2751.0,46.096187,-99.5424178,203.294130049,596.021257184,596.021257184,486.306190415
McKenzie County,ND,2600,7987.0,47.782696,-103.3346567,419.34266686,815.740132797,815.740132797,815.740132797
McLean County,ND,2493,9309.0,47.57037338,-101.1367422,307.375204074,653.115290336,653.115290336,653.115290336
Mercer County,ND,2565,8486.0,47.323376,-101.7988908,352.677186543,689.847417351,689.847417351,689.847417351
Morton County,ND,1490,28101.0,46.73552729,-101.4193943,321.479054702,643.295657595,643.295657595,643.295657595
Mountrail County,ND,2541,8734.0,48.16936457,-102.3713034,462.167766775,764.466521988,764.466521988,764.466521988
Nelson County,ND,2971,3080.0,47.92896675,-98.17436225,133.65032946,477.948810985,484.1164239,484.1164239
Oliver County,ND,3069,1838.0,47.145874,-101.159363,302.912384609,637.629228314,637.629228314,637.629228314
Pembina County,ND,2655,7271.0,48.76275342,-97.55776842,205.511758226,506.877919565,519.888611128,519.888611128
Pierce County,ND,2871,4457.0,48.228375,-99.94802375,252.911211711,606.731576102,609.679818105,609.679818105
Ramsey County,ND,2325,11536.0,48.3123126,-98.7040032,191.294466594,535.06006235,541.818587309,541.818587309
Ransom County,ND,2810,5444.0,46.465401,-97.616714,61.4095144482,358.679743153,358.679743153,358.679743153
Renville County,ND,3004,2559.0,48.74920775,-101.6947775,393.318449031,747.701389042,749.795585918,749.795585918
Richland County,ND,2029,16217.0,46.298528,-96.90936315,73.4729341808,301.707361368,301.707361368,301.707361368
Rolette County,ND,2144,14382.0,48.79782643,-99.83340871,286.860850916,634.197819968,640.405697525,640.405697525
Sargent County,ND,2916,3896.0,46.0972025,-97.60334638,98.1204513988,341.996852614,341.996852614,341.996852614
Sheridan County,ND,3097,1266.0,47.5584785,-100.2619418,243.087702236,592.75001614,592.75001614,592.75001614
Sioux County,ND,2879,4347.0,46.2710685,-100.858852,290.825846531,666.057393377,666.057393377,589.76873526
Slope County,ND,3124,758.0,46.454966,-103.485325,274.592803428,723.688948132,760.755795478,792.436499804
Stark County,ND,1537,26771.0,46.80617271,-102.758221,309.196821808,744.577334989,744.577334989,744.577334989
Steele County,ND,3055,1989.0,47.430482,-97.75646533,70.3548498138,420.523846699,424.69846618,424.69846618
Stutsman County,ND,1781,20934.0,46.97236675,-98.90046125,130.614884752,471.563965439,471.563965439,471.563965439
Towner County,ND,3026,2318.0,48.70672183,-99.2860145,252.36803953,595.865417148,603.046130515,603.046130515
Traill County,ND,2597,8072.0,47.48842414,-97.25263814,62.1279635667,393.225564258,399.861459872,399.861459872
Walsh County,ND,2354,11046.0,48.34910658,-97.722195,162.692022625,482.200847676,492.504703965,492.504703965
Ward County,ND,815,64798.0,48.22348346,-101.5680552,359.565112673,713.258153307,713.258153307,713.258153307
Wells County,ND,2884,4271.0,47.55827022,-99.65238578,199.317687792,552.051123076,552.051123076,552.051123076
Williams County,ND,1539,26697.0,48.4052504,-103.4310309,455.008188484,847.04052841,847.04052841,847.04052841
Adams County,NE,1402,31459.0,40.52077733,-98.52525,158.154824672,211.535505069,211.535505069,644.187888025
Antelope County,NE,2719,6545.0,42.1782715,-98.13057325,170.336180209,185.702086395,185.702086395,486.634811748
Arthur County,NE,3139,486.0,41.554073,-101.714495,278.002443175,318.955156772,321.910124259,767.105225488
Banner County,NE,3123,760.0,41.546441,-103.710045,150.018829656,207.549042962,222.822066513,700.827845914
Blaine County,NE,3136,514.0,41.9243395,-99.917123,301.775378706,314.860260047,314.860260047,620.133204532
Boone County,NE,2812,5417.0,41.665761,-98.0335168,153.873456155,155.847036033,155.847036033,520.575411517
Box Butte County,NE,2337,11317.0,42.2671905,-103.0852925,196.189415103,302.42304591,316.493692994,763.974411574
Boyd County,NE,3046,2054.0,42.88803233,-98.77665033,184.821527259,274.730575545,274.730575545,482.899983169
Brown County,NE,2979,3023.0,42.51413967,-99.82855133,280.429644276,327.475664894,327.475664894,578.214465772
Buffalo County,NE,1021,47463.0,40.8463868,-99.1223514,206.78220223,247.959857913,247.959857913,649.366906121
Burt County,NE,2712,6659.0,41.8744278,-96.3469898,60.2364199702,64.7423698481,64.7423698481,415.647664017
Butler County,NE,2584,8295.0,41.2174859,-97.1085985,64.9138276068,73.941560428,73.941560428,511.48100789
Cass County,NE,1603,25133.0,40.91461347,-96.16677827,23.7872038169,42.9199520887,42.9199520887,502.262995771
